[CIE1931] 340
0.17556	0.00529
0.17548	0.00529
0.17540	0.00528
0.17532	0.00527
0.17524	0.00526
0.17516	0.00526
0.17509	0.00525
0.17501	0.00524
0.17494	0.00523
0.17488	0.00522
0.17482	0.00522
0.17477	0.00523
0.17472	0.00524
0.17466	0.00524
0.17459	0.00522
0.17451	0.00518
0.17441	0.00513
0.17431	0.00507
0.17422	0.00502
0.17416	0.00498
0.17411	0.00496
0.17409	0.00496
0.17407	0.00497
0.17406	0.00498
0.17404	0.00498
0.17401	0.00498
0.17397	0.00497
0.17393	0.00494
0.17389	0.00493
0.17384	0.00492
0.17380	0.00492
0.17376	0.00492
0.17370	0.00494
0.17366	0.00494
0.17361	0.00494
0.17356	0.00492
0.17351	0.00490
0.17347	0.00486
0.17342	0.00484
0.17338	0.00481
0.17334	0.00480
0.17329	0.00479
0.17324	0.00478
0.17317	0.00478
0.17310	0.00477
0.17302	0.00478
0.17293	0.00478
0.17284	0.00479
0.17275	0.00480
0.17266	0.00480
0.17258	0.00480
0.17249	0.00480
0.17239	0.00480
0.17230	0.00480
0.17219	0.00482
0.17209	0.00483
0.17198	0.00486
0.17187	0.00489
0.17174	0.00494
0.17159	0.00501
0.17141	0.00510
0.17121	0.00521
0.17099	0.00533
0.17077	0.00547
0.17054	0.00562
0.17030	0.00579
0.17005	0.00597
0.16978	0.00618
0.16950	0.00640
0.16920	0.00664
0.16888	0.00690
0.16853	0.00718
0.16815	0.00749
0.16775	0.00782
0.16733	0.00817
0.16690	0.00855
0.16645	0.00896
0.16598	0.00940
0.16548	0.00987
0.16496	0.01035
0.16441	0.01086
0.16383	0.01138
0.16321	0.01194
0.16255	0.01252
0.16185	0.01314
0.16111	0.01379
0.16031	0.01449
0.15947	0.01523
0.15857	0.01602
0.15763	0.01684
0.15664	0.01771
0.15560	0.01861
0.15452	0.01956
0.15340	0.02055
0.15222	0.02161
0.15099	0.02274
0.14969	0.02395
0.14834	0.02525
0.14693	0.02663
0.14547	0.02812
0.14396	0.02970
0.14241	0.03139
0.14080	0.03321
0.13912	0.03520
0.13737	0.03740
0.13550	0.03988
0.13351	0.04269
0.13137	0.04588
0.12909	0.04945
0.12666	0.05343
0.12412	0.05780
0.12147	0.06259
0.11870	0.06783
0.11581	0.07358
0.11278	0.07989
0.10960	0.08684
0.10626	0.09449
0.10278	0.10286
0.09913	0.11201
0.09531	0.12194
0.09129	0.13270
0.08708	0.14432
0.08268	0.15687
0.07812	0.17042
0.07344	0.18503
0.06871	0.20072
0.06399	0.21747
0.05932	0.23525
0.05467	0.25409
0.05003	0.27400
0.04539	0.29498
0.04076	0.31698
0.03620	0.33990
0.03176	0.36360
0.02749	0.38792
0.02346	0.41270
0.01970	0.43776
0.01627	0.46295
0.01318	0.48821
0.01048	0.51340
0.00817	0.53842
0.00628	0.56307
0.00487	0.58712
0.00398	0.61045
0.00364	0.63301
0.00386	0.65482
0.00464	0.67590
0.00601	0.69612
0.00799	0.71534
0.01060	0.73341
0.01387	0.75019
0.01777	0.76561
0.02224	0.77963
0.02727	0.79211
0.03282	0.80293
0.03885	0.81202
0.04533	0.81939
0.05218	0.82516
0.05932	0.82943
0.06672	0.83227
0.07430	0.83380
0.08205	0.83409
0.08994	0.83329
0.09794	0.83159
0.10602	0.82918
0.11416	0.82621
0.12235	0.82277
0.13055	0.81893
0.13870	0.81478
0.14677	0.81040
0.15472	0.80586
0.16253	0.80124
0.17024	0.79652
0.17785	0.79169
0.18539	0.78673
0.19288	0.78163
0.20031	0.77640
0.20769	0.77105
0.21503	0.76559
0.22234	0.76002
0.22962	0.75433
0.23689	0.74852
0.24413	0.74262
0.25136	0.73661
0.25858	0.73051
0.26578	0.72432
0.27296	0.71806
0.28013	0.71172
0.28729	0.70532
0.29445	0.69884
0.30160	0.69231
0.30876	0.68571
0.31592	0.67906
0.32306	0.67237
0.33021	0.66563
0.33736	0.65885
0.34451	0.65203
0.35167	0.64517
0.35881	0.63829
0.36596	0.63138
0.37310	0.62445
0.38024	0.61750
0.38738	0.61054
0.39451	0.60357
0.40163	0.59659
0.40873	0.58961
0.41583	0.58262
0.42292	0.57563
0.42999	0.56865
0.43704	0.56167
0.44406	0.55472
0.45106	0.54777
0.45804	0.54084
0.46499	0.53393
0.47190	0.52705
0.47878	0.52020
0.48561	0.51339
0.49241	0.50661
0.49915	0.49989
0.50585	0.49321
0.51249	0.48659
0.51907	0.48003
0.52560	0.47353
0.53207	0.46709
0.53846	0.46073
0.54479	0.45443
0.55103	0.44823
0.55719	0.44210
0.56327	0.43606
0.56926	0.43010
0.57515	0.42423
0.58094	0.41846
0.58665	0.41276
0.59222	0.40719
0.59766	0.40176
0.60293	0.39650
0.60803	0.39141
0.61298	0.38648
0.61778	0.38171
0.62246	0.37705
0.62704	0.37249
0.63152	0.36803
0.63590	0.36367
0.64016	0.35943
0.64427	0.35533
0.64823	0.35140
0.65203	0.34763
0.65567	0.34402
0.65917	0.34055
0.66253	0.33722
0.66576	0.33401
0.66887	0.33092
0.67186	0.32795
0.67472	0.32509
0.67746	0.32236
0.68008	0.31975
0.68258	0.31725
0.68497	0.31486
0.68725	0.31259
0.68943	0.31041
0.69151	0.30834
0.69349	0.30637
0.69539	0.30448
0.69721	0.30267
0.69894	0.30095
0.70061	0.29930
0.70219	0.29773
0.70371	0.29622
0.70516	0.29477
0.70656	0.29338
0.70792	0.29203
0.70923	0.29072
0.71050	0.28945
0.71173	0.28823
0.71290	0.28706
0.71403	0.28593
0.71512	0.28484
0.71616	0.28380
0.71716	0.28281
0.71812	0.28185
0.71903	0.28094
0.71991	0.28006
0.72075	0.27922
0.72155	0.27842
0.72232	0.27766
0.72303	0.27695
0.72370	0.27628
0.72433	0.27566
0.72491	0.27508
0.72547	0.27453
0.72599	0.27401
0.72649	0.27351
0.72698	0.27302
0.72743	0.27257
0.72786	0.27214
0.72827	0.27173
0.72866	0.27134
0.72902	0.27098
0.72936	0.27064
0.72968	0.27032
0.72997	0.27003
0.73023	0.26977
0.73047	0.26953
0.73069	0.26931
0.73090	0.26910
0.73109	0.26891
0.73128	0.26872
0.73147	0.26853
0.73165	0.26835
0.73183	0.26817
0.73199	0.26801
0.73215	0.26785
0.73230	0.26770
0.73244	0.26756
0.73258	0.26742
0.73272	0.26728
0.73286	0.26714
0.73300	0.26700
0.73314	0.26686
0.73328	0.26672
0.73342	0.26658
0.73355	0.26645
0.73368	0.26632
0.73381	0.26619
0.73394	0.26606
0.73405	0.26595
0.73414	0.26586
0.73422	0.26578
0.73429	0.26571
0.73434	0.26566
